Total Nacional;Municipios;Sexo;Unidades de medida;Total
Total Nacional;48048 Ibarrangelu;Ambos sexos;Personas;674
Total Nacional;48048 Ibarrangelu;Hombres;Personas;347
Total Nacional;48048 Ibarrangelu;Mujeres;Personas;327
Total Nacional;48094 Igorre;Ambos sexos;Personas;4.307
Total Nacional;48094 Igorre;Hombres;Personas;2.123
Total Nacional;48094 Igorre;Mujeres;Personas;2.184
Total Nacional;48049 Ispaster;Ambos sexos;Personas;756
Total Nacional;48049 Ispaster;Hombres;Personas;399
Total Nacional;48049 Ispaster;Mujeres;Personas;357
Total Nacional;48910 Iurreta;Ambos sexos;Personas;3.691
Total Nacional;48910 Iurreta;Hombres;Personas;1.817
Total Nacional;48910 Iurreta;Mujeres;Personas;1.874
Total Nacional;48050 Izurtza;Ambos sexos;Personas;241
Total Nacional;48050 Izurtza;Hombres;Personas;153
Total Nacional;48050 Izurtza;Mujeres;Personas;88
Total Nacional;48022 Karrantza Harana/Valle de Carranza;Ambos sexos;Personas;2.767
Total Nacional;48022 Karrantza Harana/Valle de Carranza;Hombres;Personas;1.437
Total Nacional;48022 Karrantza Harana/Valle de Carranza;Mujeres;Personas;1.330
Total Nacional;48907 Kortezubi;Ambos sexos;Personas;438
Total Nacional;48907 Kortezubi;Hombres;Personas;208
Total Nacional;48907 Kortezubi;Mujeres;Personas;230
Total Nacional;48051 Lanestosa;Ambos sexos;Personas;259
Total Nacional;48051 Lanestosa;Hombres;Personas;141
Total Nacional;48051 Lanestosa;Mujeres;Personas;118
Total Nacional;48052 Larrabetzu;Ambos sexos;Personas;2.082
Total Nacional;48052 Larrabetzu;Hombres;Personas;1.019
Total Nacional;48052 Larrabetzu;Mujeres;Personas;1.063
Total Nacional;48053 Laukiz;Ambos sexos;Personas;1.239
Total Nacional;48053 Laukiz;Hombres;Personas;602
Total Nacional;48053 Laukiz;Mujeres;Personas;637
Total Nacional;48054 Leioa;Ambos sexos;Personas;32.182
Total Nacional;48054 Leioa;Hombres;Personas;15.698
Total Nacional;48054 Leioa;Mujeres;Personas;16.484
Total Nacional;48057 Lekeitio;Ambos sexos;Personas;7.256
Total Nacional;48057 Lekeitio;Hombres;Personas;3.573
Total Nacional;48057 Lekeitio;Mujeres;Personas;3.683
Total Nacional;48055 Lemoa;Ambos sexos;Personas;3.487
Total Nacional;48055 Lemoa;Hombres;Personas;1.752
Total Nacional;48055 Lemoa;Mujeres;Personas;1.735
Total Nacional;48056 Lemoiz;Ambos sexos;Personas;1.301
Total Nacional;48056 Lemoiz;Hombres;Personas;686
Total Nacional;48056 Lemoiz;Mujeres;Personas;615
Total Nacional;48081 Lezama;Ambos sexos;Personas;2.453
Total Nacional;48081 Lezama;Hombres;Personas;1.225
Total Nacional;48081 Lezama;Mujeres;Personas;1.228
Total Nacional;48903 Loiu;Ambos sexos;Personas;2.348
Total Nacional;48903 Loiu;Hombres;Personas;1.192
Total Nacional;48903 Loiu;Mujeres;Personas;1.156
Total Nacional;48058 Mallabia;Ambos sexos;Personas;1.172
Total Nacional;48058 Mallabia;Hombres;Personas;597
Total Nacional;48058 Mallabia;Mujeres;Personas;575
Total Nacional;48059 Mañaria;Ambos sexos;Personas;523
Total Nacional;48059 Mañaria;Hombres;Personas;264
Total Nacional;48059 Mañaria;Mujeres;Personas;259
Total Nacional;48060 Markina-Xemein;Ambos sexos;Personas;5.060
Total Nacional;48060 Markina-Xemein;Hombres;Personas;2.565
Total Nacional;48060 Markina-Xemein;Mujeres;Personas;2.495
Total Nacional;48061 Maruri-Jatabe;Ambos sexos;Personas;993
Total Nacional;48061 Maruri-Jatabe;Hombres;Personas;512
Total Nacional;48061 Maruri-Jatabe;Mujeres;Personas;481
Total Nacional;48062 Mendata;Ambos sexos;Personas;375
Total Nacional;48062 Mendata;Hombres;Personas;198
Total Nacional;48062 Mendata;Mujeres;Personas;177
Total Nacional;48063 Mendexa;Ambos sexos;Personas;423
Total Nacional;48063 Mendexa;Hombres;Personas;215
Total Nacional;48063 Mendexa;Mujeres;Personas;208
Total Nacional;48064 Meñaka;Ambos sexos;Personas;751
Total Nacional;48064 Meñaka;Hombres;Personas;392
Total Nacional;48064 Meñaka;Mujeres;Personas;359
Total Nacional;48066 Morga;Ambos sexos;Personas;409
Total Nacional;48066 Morga;Hombres;Personas;214
Total Nacional;48066 Morga;Mujeres;Personas;195
Total Nacional;48068 Mundaka;Ambos sexos;Personas;1.859
Total Nacional;48068 Mundaka;Hombres;Personas;910
Total Nacional;48068 Mundaka;Mujeres;Personas;949
Total Nacional;48069 Mungia;Ambos sexos;Personas;17.709
Total Nacional;48069 Mungia;Hombres;Personas;8.618
Total Nacional;48069 Mungia;Mujeres;Personas;9.091
Total Nacional;48007 Munitibar-Arbatzegi Gerrikaitz;Ambos sexos;Personas;485
Total Nacional;48007 Munitibar-Arbatzegi Gerrikaitz;Hombres;Personas;263
Total Nacional;48007 Munitibar-Arbatzegi Gerrikaitz;Mujeres;Personas;222
Total Nacional;48908 Murueta;Ambos sexos;Personas;323
Total Nacional;48908 Murueta;Hombres;Personas;170
Total Nacional;48908 Murueta;Mujeres;Personas;153
Total Nacional;48071 Muskiz;Ambos sexos;Personas;7.422
Total Nacional;48071 Muskiz;Hombres;Personas;3.608
Total Nacional;48071 Muskiz;Mujeres;Personas;3.814
Total Nacional;48067 Muxika;Ambos sexos;Personas;1.481
Total Nacional;48067 Muxika;Hombres;Personas;783
Total Nacional;48067 Muxika;Mujeres;Personas;698
Total Nacional;48909 Nabarniz;Ambos sexos;Personas;266
Total Nacional;48909 Nabarniz;Hombres;Personas;130
Total Nacional;48909 Nabarniz;Mujeres;Personas;136
Total Nacional;48073 Ondarroa;Ambos sexos;Personas;8.366
Total Nacional;48073 Ondarroa;Hombres;Personas;4.191
Total Nacional;48073 Ondarroa;Mujeres;Personas;4.175
Total Nacional;48075 Orozko;Ambos sexos;Personas;2.651
Total Nacional;48075 Orozko;Hombres;Personas;1.306
Total Nacional;48075 Orozko;Mujeres;Personas;1.345
Total Nacional;48083 Ortuella;Ambos sexos;Personas;8.383
Total Nacional;48083 Ortuella;Hombres;Personas;4.085
Total Nacional;48083 Ortuella;Mujeres;Personas;4.298
Total Nacional;48072 Otxandio;Ambos sexos;Personas;1.355
Total Nacional;48072 Otxandio;Hombres;Personas;694
Total Nacional;48072 Otxandio;Mujeres;Personas;661
Total Nacional;48077 Plentzia;Ambos sexos;Personas;4.409
Total Nacional;48077 Plentzia;Hombres;Personas;2.145
Total Nacional;48077 Plentzia;Mujeres;Personas;2.264
Total Nacional;48078 Portugalete;Ambos sexos;Personas;45.294
Total Nacional;48078 Portugalete;Hombres;Personas;21.664
Total Nacional;48078 Portugalete;Mujeres;Personas;23.630
Total Nacional;48082 Santurtzi;Ambos sexos;Personas;46.112
Total Nacional;48082 Santurtzi;Hombres;Personas;22.161
Total Nacional;48082 Santurtzi;Mujeres;Personas;23.951
Total Nacional;48084 Sestao;Ambos sexos;Personas;27.321
Total Nacional;48084 Sestao;Hombres;Personas;13.235
Total Nacional;48084 Sestao;Mujeres;Personas;14.086
Total Nacional;48904 Sondika;Ambos sexos;Personas;4.553
Total Nacional;48904 Sondika;Hombres;Personas;2.206
Total Nacional;48904 Sondika;Mujeres;Personas;2.347
Total Nacional;48085 Sopela;Ambos sexos;Personas;14.287
Total Nacional;48085 Sopela;Hombres;Personas;7.065
Total Nacional;48085 Sopela;Mujeres;Personas;7.222
Total Nacional;48086 Sopuerta;Ambos sexos;Personas;2.635
Total Nacional;48086 Sopuerta;Hombres;Personas;1.305
Total Nacional;48086 Sopuerta;Mujeres;Personas;1.330
Total Nacional;48076 Sukarrieta;Ambos sexos;Personas;349
Total Nacional;48076 Sukarrieta;Hombres;Personas;188
Total Nacional;48076 Sukarrieta;Mujeres;Personas;161
Total Nacional;48087 Trucios-Turtzioz;Ambos sexos;Personas;503
Total Nacional;48087 Trucios-Turtzioz;Hombres;Personas;263
Total Nacional;48087 Trucios-Turtzioz;Mujeres;Personas;240
Total Nacional;48088 Ubide;Ambos sexos;Personas;167
Total Nacional;48088 Ubide;Hombres;Personas;90
Total Nacional;48088 Ubide;Mujeres;Personas;77
Total Nacional;48065 Ugao-Miraballes;Ambos sexos;Personas;4.107
Total Nacional;48065 Ugao-Miraballes;Hombres;Personas;2.063
Total Nacional;48065 Ugao-Miraballes;Mujeres;Personas;2.044
Total Nacional;48089 Urduliz;Ambos sexos;Personas;5.050
Total Nacional;48089 Urduliz;Hombres;Personas;2.502
Total Nacional;48089 Urduliz;Mujeres;Personas;2.548
Total Nacional;48074 Urduña/Orduña;Ambos sexos;Personas;4.192
Total Nacional;48074 Urduña/Orduña;Hombres;Personas;2.164
Total Nacional;48074 Urduña/Orduña;Mujeres;Personas;2.028
Total Nacional;48080 Valle de Trápaga-Trapagaran;Ambos sexos;Personas;11.914
Total Nacional;48080 Valle de Trápaga-Trapagaran;Hombres;Personas;5.795
Total Nacional;48080 Valle de Trápaga-Trapagaran;Mujeres;Personas;6.119
Total Nacional;48095 Zaldibar;Ambos sexos;Personas;3.039
Total Nacional;48095 Zaldibar;Hombres;Personas;1.534
Total Nacional;48095 Zaldibar;Mujeres;Personas;1.505
Total Nacional;48096 Zalla;Ambos sexos;Personas;8.430
Total Nacional;48096 Zalla;Hombres;Personas;4.143
Total Nacional;48096 Zalla;Mujeres;Personas;4.287
Total Nacional;48905 Zamudio;Ambos sexos;Personas;3.278
Total Nacional;48905 Zamudio;Hombres;Personas;1.630
Total Nacional;48905 Zamudio;Mujeres;Personas;1.648
Total Nacional;48097 Zaratamo;Ambos sexos;Personas;1.647
Total Nacional;48097 Zaratamo;Hombres;Personas;824
Total Nacional;48097 Zaratamo;Mujeres;Personas;823
Total Nacional;48024 Zeanuri;Ambos sexos;Personas;1.247
Total Nacional;48024 Zeanuri;Hombres;Personas;628
Total Nacional;48024 Zeanuri;Mujeres;Personas;619
Total Nacional;48025 Zeberio;Ambos sexos;Personas;1.088
Total Nacional;48025 Zeberio;Hombres;Personas;564
Total Nacional;48025 Zeberio;Mujeres;Personas;524
Total Nacional;48913 Zierbena;Ambos sexos;Personas;1.517
Total Nacional;48913 Zierbena;Hombres;Personas;808
Total Nacional;48913 Zierbena;Mujeres;Personas;709
Total Nacional;48915 Ziortza-Bolibar;Ambos sexos;Personas;411
Total Nacional;48915 Ziortza-Bolibar;Hombres;Personas;214
Total Nacional;48915 Ziortza-Bolibar;Mujeres;Personas;197
Total Nacional;49002 Abezames;Ambos sexos;Personas;58
Total Nacional;49002 Abezames;Hombres;Personas;30
Total Nacional;49002 Abezames;Mujeres;Personas;28
Total Nacional;49003 Alcañices;Ambos sexos;Personas;1.071
Total Nacional;49003 Alcañices;Hombres;Personas;572
Total Nacional;49003 Alcañices;Mujeres;Personas;499
Total Nacional;49004 Alcubilla de Nogales;Ambos sexos;Personas;117
Total Nacional;49004 Alcubilla de Nogales;Hombres;Personas;63
Total Nacional;49004 Alcubilla de Nogales;Mujeres;Personas;54
Total Nacional;49005 Alfaraz de Sayago;Ambos sexos;Personas;135
Total Nacional;49005 Alfaraz de Sayago;Hombres;Personas;78
Total Nacional;49005 Alfaraz de Sayago;Mujeres;Personas;57
Total Nacional;49006 Algodre;Ambos sexos;Personas;135
Total Nacional;49006 Algodre;Hombres;Personas;73
Total Nacional;49006 Algodre;Mujeres;Personas;62
Total Nacional;49007 Almaraz de Duero;Ambos sexos;Personas;407
Total Nacional;49007 Almaraz de Duero;Hombres;Personas;212
Total Nacional;49007 Almaraz de Duero;Mujeres;Personas;195
Total Nacional;49008 Almeida de Sayago;Ambos sexos;Personas;421
Total Nacional;49008 Almeida de Sayago;Hombres;Personas;230
Total Nacional;49008 Almeida de Sayago;Mujeres;Personas;191
Total Nacional;49009 Andavías;Ambos sexos;Personas;447
Total Nacional;49009 Andavías;Hombres;Personas;224
Total Nacional;49009 Andavías;Mujeres;Personas;223
Total Nacional;49010 Arcenillas;Ambos sexos;Personas;432
Total Nacional;49010 Arcenillas;Hombres;Personas;224
Total Nacional;49010 Arcenillas;Mujeres;Personas;208
Total Nacional;49011 Arcos de la Polvorosa;Ambos sexos;Personas;217
Total Nacional;49011 Arcos de la Polvorosa;Hombres;Personas;119
Total Nacional;49011 Arcos de la Polvorosa;Mujeres;Personas;98
Total Nacional;49012 Argañín;Ambos sexos;Personas;72
Total Nacional;49012 Argañín;Hombres;Personas;36
Total Nacional;49012 Argañín;Mujeres;Personas;36
Total Nacional;49013 Argujillo;Ambos sexos;Personas;224
Total Nacional;49013 Argujillo;Hombres;Personas;116
Total Nacional;49013 Argujillo;Mujeres;Personas;108
Total Nacional;49014 Arquillinos;Ambos sexos;Personas;120
Total Nacional;49014 Arquillinos;Hombres;Personas;62
Total Nacional;49014 Arquillinos;Mujeres;Personas;58
Total Nacional;49015 Arrabalde;Ambos sexos;Personas;218
Total Nacional;49015 Arrabalde;Hombres;Personas;112
Total Nacional;49015 Arrabalde;Mujeres;Personas;106
Total Nacional;49016 Aspariegos;Ambos sexos;Personas;234
Total Nacional;49016 Aspariegos;Hombres;Personas;105
Total Nacional;49016 Aspariegos;Mujeres;Personas;129
Total Nacional;49017 Asturianos;Ambos sexos;Personas;263
Total Nacional;49017 Asturianos;Hombres;Personas;138
Total Nacional;49017 Asturianos;Mujeres;Personas;125
Total Nacional;49018 Ayoó de Vidriales;Ambos sexos;Personas;288
Total Nacional;49018 Ayoó de Vidriales;Hombres;Personas;143
Total Nacional;49018 Ayoó de Vidriales;Mujeres;Personas;145
Total Nacional;49019 Barcial del Barco;Ambos sexos;Personas;246
Total Nacional;49019 Barcial del Barco;Hombres;Personas;129
Total Nacional;49019 Barcial del Barco;Mujeres;Personas;117
Total Nacional;49020 Belver de los Montes;Ambos sexos;Personas;262
Total Nacional;49020 Belver de los Montes;Hombres;Personas;145
Total Nacional;49020 Belver de los Montes;Mujeres;Personas;117
Total Nacional;49021 Benavente;Ambos sexos;Personas;17.520
Total Nacional;49021 Benavente;Hombres;Personas;8.430
Total Nacional;49021 Benavente;Mujeres;Personas;9.090
Total Nacional;49022 Benegiles;Ambos sexos;Personas;304
Total Nacional;49022 Benegiles;Hombres;Personas;166
Total Nacional;49022 Benegiles;Mujeres;Personas;138
Total Nacional;49023 Bermillo de Sayago;Ambos sexos;Personas;1.017
Total Nacional;49023 Bermillo de Sayago;Hombres;Personas;541
Total Nacional;49023 Bermillo de Sayago;Mujeres;Personas;476
Total Nacional;49024 Bóveda de Toro, La;Ambos sexos;Personas;693
Total Nacional;49024 Bóveda de Toro, La;Hombres;Personas;346
Total Nacional;49024 Bóveda de Toro, La;Mujeres;Personas;347
Total Nacional;49025 Bretó;Ambos sexos;Personas;160
Total Nacional;49025 Bretó;Hombres;Personas;91
Total Nacional;49025 Bretó;Mujeres;Personas;69
Total Nacional;49026 Bretocino;Ambos sexos;Personas;207
Total Nacional;49026 Bretocino;Hombres;Personas;110
Total Nacional;49026 Bretocino;Mujeres;Personas;97
Total Nacional;49027 Brime de Sog;Ambos sexos;Personas;128
Total Nacional;49027 Brime de Sog;Hombres;Personas;61
Total Nacional;49027 Brime de Sog;Mujeres;Personas;67
Total Nacional;49028 Brime de Urz;Ambos sexos;Personas;98
Total Nacional;49028 Brime de Urz;Hombres;Personas;61
Total Nacional;49028 Brime de Urz;Mujeres;Personas;37
Total Nacional;49029 Burganes de Valverde;Ambos sexos;Personas;639
Total Nacional;49029 Burganes de Valverde;Hombres;Personas;339
Total Nacional;49029 Burganes de Valverde;Mujeres;Personas;300
Total Nacional;49030 Bustillo del Oro;Ambos sexos;Personas;77
Total Nacional;49030 Bustillo del Oro;Hombres;Personas;43
Total Nacional;49030 Bustillo del Oro;Mujeres;Personas;34
Total Nacional;49031 Cabañas de Sayago;Ambos sexos;Personas;155
Total Nacional;49031 Cabañas de Sayago;Hombres;Personas;82
Total Nacional;49031 Cabañas de Sayago;Mujeres;Personas;73
Total Nacional;49032 Calzadilla de Tera;Ambos sexos;Personas;295
Total Nacional;49032 Calzadilla de Tera;Hombres;Personas;149
Total Nacional;49032 Calzadilla de Tera;Mujeres;Personas;146
Total Nacional;49033 Camarzana de Tera;Ambos sexos;Personas;766
Total Nacional;49033 Camarzana de Tera;Hombres;Personas;385
Total Nacional;49033 Camarzana de Tera;Mujeres;Personas;381
Total Nacional;49034 Cañizal;Ambos sexos;Personas;429
Total Nacional;49034 Cañizal;Hombres;Personas;227
Total Nacional;49034 Cañizal;Mujeres;Personas;202
Total Nacional;49035 Cañizo;Ambos sexos;Personas;219
Total Nacional;49035 Cañizo;Hombres;Personas;120
Total Nacional;49035 Cañizo;Mujeres;Personas;99
Total Nacional;49036 Carbajales de Alba;Ambos sexos;Personas;496
Total Nacional;49036 Carbajales de Alba;Hombres;Personas;253
Total Nacional;49036 Carbajales de Alba;Mujeres;Personas;243
Total Nacional;49037 Carbellino;Ambos sexos;Personas;179
Total Nacional;49037 Carbellino;Hombres;Personas;97
Total Nacional;49037 Carbellino;Mujeres;Personas;82
Total Nacional;49038 Casaseca de Campeán;Ambos sexos;Personas;103
Total Nacional;49038 Casaseca de Campeán;Hombres;Personas;59
Total Nacional;49038 Casaseca de Campeán;Mujeres;Personas;44
Total Nacional;49039 Casaseca de las Chanas;Ambos sexos;Personas;376
Total Nacional;49039 Casaseca de las Chanas;Hombres;Personas;195
Total Nacional;49039 Casaseca de las Chanas;Mujeres;Personas;181
Total Nacional;49040 Castrillo de la Guareña;Ambos sexos;Personas;113
Total Nacional;49040 Castrillo de la Guareña;Hombres;Personas;61
Total Nacional;49040 Castrillo de la Guareña;Mujeres;Personas;52
Total Nacional;49041 Castrogonzalo;Ambos sexos;Personas;458
Total Nacional;49041 Castrogonzalo;Hombres;Personas;249
Total Nacional;49041 Castrogonzalo;Mujeres;Personas;209
Total Nacional;49042 Castronuevo;Ambos sexos;Personas;222
Total Nacional;49042 Castronuevo;Hombres;Personas;110
Total Nacional;49042 Castronuevo;Mujeres;Personas;112
Total Nacional;49043 Castroverde de Campos;Ambos sexos;Personas;270
Total Nacional;49043 Castroverde de Campos;Hombres;Personas;144
Total Nacional;49043 Castroverde de Campos;Mujeres;Personas;126
Total Nacional;49044 Cazurra;Ambos sexos;Personas;76
Total Nacional;49044 Cazurra;Hombres;Personas;40
Total Nacional;49044 Cazurra;Mujeres;Personas;36
Total Nacional;49046 Cerecinos de Campos;Ambos sexos;Personas;247
Total Nacional;49046 Cerecinos de Campos;Hombres;Personas;137
Total Nacional;49046 Cerecinos de Campos;Mujeres;Personas;110
Total Nacional;49047 Cerecinos del Carrizal;Ambos sexos;Personas;119
Total Nacional;49047 Cerecinos del Carrizal;Hombres;Personas;69
Total Nacional;49047 Cerecinos del Carrizal;Mujeres;Personas;50
Total Nacional;49048 Cernadilla;Ambos sexos;Personas;113
Total Nacional;49048 Cernadilla;Hombres;Personas;56
Total Nacional;49048 Cernadilla;Mujeres;Personas;57
Total Nacional;49050 Cobreros;Ambos sexos;Personas;558
Total Nacional;49050 Cobreros;Hombres;Personas;307
Total Nacional;49050 Cobreros;Mujeres;Personas;251
Total Nacional;49052 Coomonte;Ambos sexos;Personas;197
Total Nacional;49052 Coomonte;Hombres;Personas;111
Total Nacional;49052 Coomonte;Mujeres;Personas;86
Total Nacional;49053 Coreses;Ambos sexos;Personas;1.059
Total Nacional;49053 Coreses;Hombres;Personas;544
Total Nacional;49053 Coreses;Mujeres;Personas;515
Total Nacional;49054 Corrales del Vino;Ambos sexos;Personas;934
Total Nacional;49054 Corrales del Vino;Hombres;Personas;460
Total Nacional;49054 Corrales del Vino;Mujeres;Personas;474
Total Nacional;49055 Cotanes del Monte;Ambos sexos;Personas;96
Total Nacional;49055 Cotanes del Monte;Hombres;Personas;53
Total Nacional;49055 Cotanes del Monte;Mujeres;Personas;43
Total Nacional;49056 Cubillos;Ambos sexos;Personas;305
Total Nacional;49056 Cubillos;Hombres;Personas;148
Total Nacional;49056 Cubillos;Mujeres;Personas;157
Total Nacional;49057 Cubo de Benavente;Ambos sexos;Personas;123
Total Nacional;49057 Cubo de Benavente;Hombres;Personas;64
Total Nacional;49057 Cubo de Benavente;Mujeres;Personas;59
Total Nacional;49058 Cubo de Tierra del Vino, El;Ambos sexos;Personas;316
Total Nacional;49058 Cubo de Tierra del Vino, El;Hombres;Personas;169
Total Nacional;49058 Cubo de Tierra del Vino, El;Mujeres;Personas;147
Total Nacional;49059 Cuelgamures;Ambos sexos;Personas;84
Total Nacional;49059 Cuelgamures;Hombres;Personas;53
Total Nacional;49059 Cuelgamures;Mujeres;Personas;31
